title,info,price,address,description,images,room_type,quantity
Cay Sao Beach Bungalow with Garden View ,2 guests · 1 bedroom · 0 beds · 1 bath,17 ,"Entire bungalow in Thành phố Phú Quốc, PQ","Located on a more relaxing side of Phu Quoc Island, Cay Sao Beach Resort is a perfect place to exhale, breathe and smile. Upon arrival, you will enter to a spacious bungalow with sea view. Guests can enjoy a cool drink under the coconut trees or even cool down in the pool. Garden and pool are maintained every day. Sitting on balcony, you can easily enjoy a breathtaking sunrise. We love to welcome our guests in person, lead them into the bungalow, help them explore the island. See you here ..The spaceIf you are searching for a quiet and peaceful place for relaxing, Cay Sao Beach is good choice for you. You can go snorkeling nearby the resort, or trekking up to the mountain or even go fishing. We have bicycle and motorbike for rent. You can enjoy variety of delicious food from our restaurant. Our specialty is fresh seafood from local fishermen. There are good varieties for vegetarians too.Our place is good for couples, solo adventurers, and family.Each bungalow has a super king size bed, private bathroom, big balcony for relaxing, sunbath or seeing sunrise. Guests have full access to private beach, swimming pool.Car parking space is available in the yard.Table and chairs for sitting in the balcony are supplied.Other things to noteAttention: Our restaurant is temporarily closed due to the impact of the Covid-19. However guests can still find other wonderful restaurant in the neighborhood. Guests are welcome to use our kitchen properties too. Any further need our team are happy to support.","['https://a0.muscache.com/im/pictures/4abdb069-d98b-44ef-9c9f-c0ed761172c7.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/2cc3c7a9-3c7f-4849-91bf-6b05efb7edf2.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/8103f373-d38e-47b2-8908-bb0cde95e139.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/5617e0f7-6de5-4b9c-b619-337edd65cb48.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/ce42f6dd-997b-47fc-843f-9c0d8c9137bd.jpg?im_w=720']","['Small', 'Medium']",4
★Tropical Morden Style Living★ [Pool & 5★ Beach] ,3 guests · Studio · 1 bed · 1 bath,22 ,"Entire apartment in Phu Quoc, PQ","★ Location: Sonasea Villas and Resorts Complex. Close to the international airport (5ms) and Downtown Center (10ms). Cameras and Sucurity 24/24 ★ Amenities: Apartment with fully morden funiture, lots of sunlight, flowers and trees. ★ 5-star Beach ★Nearby: convenient stores, Groceries, Korean stores restaurants, Hotels & Spa, Walking street, Food Paradise on Walking Street, ATM 24/24, coffee shops ★Tranportation: Taxi Area,  ★ Support 24/24- Flexible and Dynamic ★Tours & TicketsThe space( Must READ) 50 sqm area As a professional accommodation team in Ho Chi Minh City for a long time. Now we love to introduce new apartments in Phu Quoc island which is called with another name "" Pearl Island"" - a place you can find one of the best sunset in Vietnam. And about Surroundings in general: ★ Located inside Sonasea Villas and Resorts Complex with diverse and luxury amenities and surrounded by many giant Hotels and Resorts such as NOVOTEL Villas and Hotel, BEST WESTERN VILLAGE resort, MUONG THANH luxury hotel, PARIS VILLAS and more and more hotels, spa, homestay ★ This complex has its own walking street and food street with diverse goods, style and range. ATM available 24/7. Taxi Area with reasionable fare. Convenient Stores, Restaurants and Spa, Coffee Shops is dense ★ One of the best advantage of this Complex is 5 star Beach, every Guests who comes and stays can enjoy luxury Beach managed and operated by Novotel and Best western Village. This makes our beach always clean and beautiful.★★★★ About the apartment in general: ★ Cleaned carefully before you arriving. ★ 24/7 security service. Easy check in with Smartlock. ★ AIR-CONDITIONED, but sometimes we will not need it because the weather is very pleasant. ★ A bed for two and a big couch for the 3rd person ★ High-speed FREE INTERNET and Smart TV with YOUTUBE & NETFLIX ★ Wardrobes. ★ Wooden floor. ★ Washing Machine is available in rooftop.★★★About the kitchen: ★ Medium fridge ( 90 litres) ★ Microwave ★ Electric Stove ★ Knives, forks, spoon, bowl, etc...★★★ About the bathroom: ★ Toilet, sink and the shower. ★ Clean towels ★ Shampoo, shower gel. ★ Soap ★ Toilet paper ★ BATHTUB ( depending on type of apartment)★★★ Sonasea Villas and Resorts Complex is one of the top luxury Complex in Phu Quoc besides big other name like Vinpearl, Sun World, Movempick,, but still not too far from the local people. ★★★ Please treat it as your home. As we treat you as a family member ;)","['https://a0.muscache.com/im/pictures/836418e2-a4df-47e0-a3d4-5d8b64c780aa.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/cd471597-2f78-4199-a864-7c3f7c804f1b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/868e6bdc-9005-43b3-a275-eee1d7451a83.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/5b0b646e-c9d5-4720-96b8-d7afd25c2857.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/031503cc-f302-415b-a64a-faaa86fbe708.jpg?im_w=720']","['Small', 'Medium', 'Large']",3
Non-AC room. Free water. ,2 guests · Studio · 1 bed · 1 private bath,10 ,"Private room in tỉnh Kiên Giang, PQ","The house is located in center of An Thoi town. It takes you 5minutes walking to the big market, harbor, banks, shops...We serve breakfast which only costs you about 1,2$  . We also serve local lunch and dinner only 4$/person/mealWe have relax space in the house such as big terrance,  rooftop bar and fastfood.We have bike for rentWe have boat trip everyday with best priceThe spaceThe house is close to pagoda,  boat port,  local beach,  bank and market.Other things to noteKeep quiet after 11h30 pm","['https://a0.muscache.com/im/pictures/a814cd7d-e1d1-448b-8389-65543b780c17.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/355355d2-6774-49a3-a349-f73147aac2cc.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/f1cc7013-086f-4d60-bb0c-e43e886541fd.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/e41aa18e-a75a-47fd-a9b0-1bc8fce675de.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/1803aef7-c604-4281-ad94-92671ab269d1.jpg?im_w=720']","['Small', 'Medium']",1
Apartment with Bathtub ★ Free Beach ★Pool★Scooter ,4 guests · 1 bedroom · 1 bed · 1 bath,33 ,"Entire apartment in Phu Quoc, PQ","- Free Scooter during stay(Free Provide at airport or Center of Phu Quoc)- Location Next to Walking Street Phu Quoc, nearby Novotel Villas Premier, Muong Thanh- Use Free beach with big Compound ( Sonasea Villas)-  10minutes Walk to beach-  7 minutes from the Airport-  15 minutes to night market in Duong Dong Town-  15 minutes to Cable Car An Thoi, Bai Sao-  5 minutes to Local Market to buy fresh seafood or vegetable...- Host support to buy seafood or give advice for travel in Phu Quoc.The space- Fully Furnished- Private Apartment 60 sim, Big Balcony, Bathtub- Smart key, Camera at stair- Next to Walking street where have restaurant, coffee shop, mini mart, spa, nail...- Rooftop minibarGuest access- Free parking in front of the building- Washingmachine on rooftop- Terrace 60sqm at rooftopOther things to noteQuiet time from 10:30p.m","['https://a0.muscache.com/im/pictures/8e0c6eb0-7665-4145-b205-52f565444eb5.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/7c2e3493-f364-4f04-b407-5dabf2ff5261.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/c977cf4b-780b-4c23-b24c-d345508cce79.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/f7c73864-d655-4969-9269-1dd9f844fd29.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/ded5d35a-fd7e-4d43-82b9-e1a3d032dd38.jpg?im_w=720']","['Small', 'Medium', 'Large']",1
TS BEACH HOUSE 1 -  live on the beach ,2 guests · 1 bedroom · 1 bed · 1 bath,37 ,"Entire house in Thành phố Phú Quốc, PQ","A little beach house for a coupleProperty: 80m2 (40m2 living)• Pick-up service• Motorbike for rentShould you can ride a motorbike that will be more fun at my place!! :)Live on the beachThe spaceThis is a poor fishing village & not a tourism area!!!A little corner where you can cuddle and look at another world.. Just wanted to share this place, where you can pause and have a long breath in-site the breath of the sea ..Live on the beachOther things to noteThis place is not tourism, Motor-bike is the best choice for going around!","['https://a0.muscache.com/im/pictures/1d7bb210-13ee-4aba-8217-34819c6263df.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/69074aee-683c-45c0-bdc0-41c21fec1856.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/64c5313f-a1bd-4551-8725-bcbb13187c3b.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/38572ec8-cd2c-47a0-85bf-19b22b67d2a1.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/7d805e48-e5c4-4e90-86f9-c969d5b12f84.jpg?im_w=720']","['Small', 'Medium']",2
BUNGALOWS INCLUDE SEA AND MOUNTAIN VIEWS ,4 guests · 2 bedrooms · 2 beds · 1 bath,22 ,"Entire bungalow in Thành phố Phú Quốc, PQ","Come to Jade Mountain, you will provided services at a surcharge: round-trip airport shuttle is provided (available 24 hours), motobikes can be rented.The spaceThe quiet wooden houses will give you a peaceful relaxing times a pleasant scene","['https://a0.muscache.com/im/pictures/e780263b-7fe4-4156-8008-bc6d0f5ff4ed.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/fcbfd5ee-9ed2-43dc-9c80-cec4b6a2dcd1.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/25cf0a50-22d6-4c29-96a1-9d934d6178df.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/8197ca58-2239-401f-af3c-696fd7a95df3.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/6c4499bc-b021-4798-bceb-fe9ed6a37d8e.jpg?im_w=720']","['Small', 'Medium', 'Large']",5
HS Beach house 1- Phu Quoc Island ,4 guests · 1 bedroom · 1 bed · 1 bath,39 ,"Entire house in Thành phố Phú Quốc, PQ","Our private and pretty home is located in a fishing village, three kilometers away from Duong Dong Town in the center of Phu Quoc Island, one and a half kilometers away from Dinh Cau Market. All of the bedrooms with open space look very close to nature and by the beach. We are able to enjoy the warm sunset in every afternoon.Let’s come to our home to feel the comfortable environment and relaxation.  You can also learn and understand more about our local culture .","['https://a0.muscache.com/im/pictures/e12ef7fa-0c1d-4f05-b21f-e2338dec874f.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/2f5dd959-6480-4661-948c-8e1caab2f3f5.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/cb3d23fa-98fc-422b-9998-3d62dd975d2e.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/503067a5-c032-4838-b208-d6973694c9b0.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/10e147e0-0972-443d-ac9b-4f487aece307.jpg?im_w=720']","['Small', 'Medium', 'Large']",5
Michelia Apartment ,2 guests · 1 bedroom · 2 beds · 1.5 baths,28 ,"Entire apartment in Phu Quoc, PQ","Much space for you to live in (58 m2), luxurious, modern interiour design, equipped with kitchenware - this is our room category SHARON!Feeling lazy to go to the sea? Relax in our Massage Pool on the property!Located in a quiet area, still close to Duong Dong City and Ong Lang Beach, this is the perfect starting point for any kind of exploration on the island.You want to relax at the beach after a busy day? Get there within 10 minutes by bicycle (which we provide for free).The spaceFully equipped kitchen. Pay TV is included and the WIFI is strong","['https://a0.muscache.com/im/pictures/miso/Hosting-39781377/original/3b18490c-0509-41cb-8ea1-8cb0f8e86cdf.jpeg?im_w=720', 'https://a0.muscache.com/im/pictures/be7a5dc0-e86e-43ed-90a3-e2e44b5c8013.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/853dbf86-05e9-4667-b7e2-62091440e41a.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/b5f60de8-a635-4c6e-93e8-ca14df533d60.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/miso/Hosting-39781377/original/2222debe-a418-46e8-acfc-eecc9ad868cc.jpeg?im_w=720']","['Small', 'Medium']",3
"Cozy studio in GrandWorld, opposite VinOasis ",2 guests · 1 bedroom · 1 bed · 1 bath,20 ,"Entire condominium in Thành phố Phú Quốc, PQ","Fully equipped 35m2 studio including kitchen, toilet & fridge & workspace.Our beautiful & cozy home is newly built & located in the middle of Grand World Phu Quoc, a new project of VinGroups, well known by the look of little Europe. 250m to Casino Corona950m to VinOasis (opposite)1,3km to VinWonder3km to Vinpearl Safari_Studio nhà chúng tớ 35m2 vừa xây mới tinh tươm,nằm ngay trong lòng GrandWorld - thành phố không ngủ mới của PQ. Thương mời bạn ghé nhà chơi, dùng cafe với chúng tớ ^^","['https://a0.muscache.com/im/pictures/1c45f0d5-3aa9-47d3-a8ec-1e1ed80b2aad.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/accdecdc-a073-49dd-bce5-26559da2f95c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/68d97350-d2ab-4640-b98f-a0b18ba516d1.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/e16ea05d-87ec-404d-887c-7e7e8e22578f.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/9f7583b6-7d35-4f61-9f18-8efef12b3cb2.jpg?im_w=720']","['Small', 'Medium']",3
KD Sea View Apartment _ live on the beach ,2 guests · 1 bedroom · 1 bath,50 ,"Entire serviced apartment in Thành phố Phú Quốc, PQ","Enjoy the sea breeze and sunshine at KD Apartment, you can watch the sea directly from the spacious lawn, have extremely chill photos for your trip, and especially only take 1 minute to go to the Sea.  .  This spacious apartment has an area of ​​more than 70 square meters, suitable for couples, or families with 1 child.  With fully furnished furniture, and the location is only 1km from the center, ... Free pick up at the international airport.  Book now, We are always ready.The spaceWith the open space design, you can watch everything around the apartment even just in the room.  Kitchen space is equipped with a dining table for 4, comfortable cooking in the room if you want. The garden is wide and you can organize a BBQ party as you like.","['https://a0.muscache.com/im/pictures/d5612690-2ac9-4631-9339-23458e09f24c.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/1402efe5-cf72-47d0-bae4-4c1dab7d2543.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/b339de51-4b26-438b-9656-619270915410.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/67c81fe6-9b07-4ebe-bfa8-35dbba11428e.jpg?im_w=720', 'https://a0.muscache.com/im/pictures/d6639b04-82c8-43d2-bfdb-005f3070f344.jpg?im_w=720']","['Small', 'Medium']",3
